intnum,q0,q1a,q1b,q2,q3,f1,f2a,f2b,f3,f4,f5_1,f5_2,f5_3,f5_4,f5_5,f5_6,f5_7,f5_8,f5_9,f5_10,f5_11,f5_12,f5_13,f5_14,f5_15,f5_16,s1,s2,s3,gew
5330,1,7,-99.99,1,1,1,400,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
5333,2,-99.99,1,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5336,1,3,-99.99,1,1,1,120,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.120894
5351,1,3,-99.99,1,1,1,30,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5359,1,7,-99.99,1,1,1,70,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.118357
5361,1,8,-99.99,1,1,1,255,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
5372,1,3,-99.99,1,1,1,75,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.120894
5375,2,-99.99,1,1,-99.99,1,200,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5379,2,-99.99,1,1,-99.99,2,35,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5380,2,-99.99,1,1,-99.99,1,60,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5392,1,7,-99.99,1,1,1,60,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5393,2,-99.99,1,1,-99.99,3,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5405,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5412,1,3,-99.99,1,1,1,200,-99.99,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5418,1,10,-99.99,1,-99.99,1,150,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.73848
5436,2,-99.99,3,1,-99.99,1,21,-99.99,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5450,1,7,-99.99,1,1,1,0,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5476,1,7,-99.99,1,1,1,1000,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.118357
5493,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5501,2,-99.99,2,1,-99.99,1,300,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5502,2,-99.99,2,1,-99.99,1,25,-99.99,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5517,2,-99.99,1,1,-99.99,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5524,1,10,-99.99,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
5526,1,10,-99.99,1,-99.99,2,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
5540,1,10,-99.99,1,-99.99,1,85,-99.99,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-99.99,1,.73848
5567,2,-99.99,2,1,-99.99,1,40,-99.99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5593,1,10,-99.99,1,-99.99,1,100,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
5600,1,10,-99.99,1,-99.99,1,48,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
5620,1,1,-99.99,1,1,1,20,-99.99,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-99.99,2,1.124519
5638,2,-99.99,1,1,-99.99,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5643,1,5,-99.99,1,1,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120334
5661,1,7,-99.99,1,1,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.118357
5664,2,-99.99,3,1,-99.99,1,100,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5675,2,-99.99,1,1,-99.99,1,70,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5692,2,-99.99,1,1,-99.99,1,150,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5701,1,9,-99.99,1,1,1,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
5703,1,3,-99.99,1,1,1,-90,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.120894
5708,1,3,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5715,2,-99.99,1,1,-99.99,1,100,-99.99,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5716,2,-99.99,1,1,-99.99,1,80,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5717,1,7,-99.99,1,1,1,30,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
5718,1,3,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5723,1,7,-99.99,1,1,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
5724,1,5,-99.99,1,1,1,65,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120334
5740,2,-99.99,2,1,-99.99,1,300,-99.99,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5742,2,-99.99,3,1,-99.99,1,350,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5783,2,-99.99,2,1,-99.99,1,120,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5784,2,-99.99,1,1,-99.99,4,5,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5810,1,9,-99.99,1,1,1,10,-99.99,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.126647
5822,1,3,-99.99,1,1,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5830,1,7,-99.99,1,2,1,1000,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.058517
5837,2,-99.99,2,1,-99.99,1,200,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5839,2,-99.99,2,1,-99.99,1,250,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5865,2,-99.99,1,1,-99.99,1,10,-99.99,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5883,2,-99.99,3,1,-99.99,4,0,-99.99,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5891,1,9,-99.99,1,1,4,20,-99.99,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.126647
5895,1,1,-99.99,1,1,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
5898,1,3,-99.99,1,1,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5899,2,-99.99,1,1,-99.99,1,400,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5900,1,7,-99.99,1,1,1,500,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5940,1,5,-99.99,1,1,1,6,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.120334
5948,1,7,-99.99,1,1,4,10,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.118357
5950,1,7,-99.99,1,1,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1.118357
5955,1,3,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5957,1,7,-99.99,1,1,2,175,-99.99,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5964,2,-99.99,3,1,-99.99,1,200,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6005,1,5,-99.99,1,2,1,500,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.134718
6021,2,-99.99,2,1,-99.99,1,8350,-99.99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6023,2,-99.99,1,1,-99.99,2,200,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6051,1,7,-99.99,1,2,1,200,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.058517
6055,1,7,-99.99,1,1,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6060,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6067,2,-99.99,3,1,-99.99,1,800,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6068,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6076,1,7,-99.99,1,3,5,0,-99.99,-99.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,.488652
6089,2,-99.99,1,1,-99.99,1,7,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6099,2,-99.99,1,1,-99.99,1,100,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6100,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6105,1,3,-99.99,1,1,1,15,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6107,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6114,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6133,1,7,-99.99,1,1,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-99.99,1,1.118357
6134,1,3,-99.99,1,3,5,0,-99.99,-99.99,-90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.443359
6153,2,-99.99,1,1,-99.99,1,100,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6165,1,8,-99.99,1,3,5,0,-99.99,-99.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,.436315
6170,1,1,-99.99,1,1,2,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
6186,1,8,-99.99,1,1,1,350,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
6187,1,8,-99.99,1,1,3,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
6190,1,8,-99.99,1,3,1,2000,-99.99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,.436315
6196,2,-99.99,1,1,-99.99,1,300,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6199,1,3,-99.99,1,1,1,40,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.120894
6200,1,7,-99.99,1,1,1,20,-99.99,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
6202,2,-99.99,2,1,-99.99,1,-90,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6205,2,-99.99,2,1,-99.99,2,8,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6207,2,-99.99,1,1,-99.99,1,-90,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6220,2,-99.99,1,1,-99.99,1,300,-99.99,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-99.99,-99.99,1,1
6225,2,-99.99,2,1,-99.99,1,37,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6234,1,7,-99.99,1,1,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6284,1,7,-99.99,1,3,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,-90,.488652
6294,1,7,-99.99,1,1,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.118357
6298,2,-99.99,3,1,-99.99,3,100,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6325,1,4,-99.99,1,2,1,20,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.070126
6330,1,7,-99.99,1,2,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1.058517
6343,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6344,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6356,1,7,-99.99,1,1,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6362,1,3,-99.99,1,1,5,0,-99.99,-99.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6365,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6384,1,8,-99.99,1,2,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.100399
6398,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6418,1,9,-99.99,1,1,2,20,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
6427,1,3,-99.99,1,1,2,500,-99.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6439,2,-99.99,1,1,-99.99,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6444,1,8,-99.99,1,1,1,200,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
6450,1,10,-99.99,1,-99.99,2,29,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6458,1,1,-99.99,1,1,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.124519
6461,1,3,-99.99,1,2,5,0,-99.99,-99.99,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.062491
6498,1,3,-99.99,1,1,1,30,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6501,1,3,-99.99,1,1,2,20,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6512,1,7,-99.99,1,1,1,300,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6519,2,-99.99,1,1,-99.99,1,370,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6527,1,2,-99.99,1,1,1,33,-99.99,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
6528,1,3,-99.99,1,1,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6529,1,7,-99.99,1,1,1,70,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6531,2,-99.99,2,1,-99.99,4,0,-99.99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6547,2,-99.99,1,1,-99.99,1,200,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6559,1,10,-99.99,1,-99.99,2,25,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6571,1,3,-99.99,1,1,2,20,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6582,2,-99.99,3,1,-99.99,1,200,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6584,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6623,1,5,-99.99,1,2,1,1000,-99.99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,-90,1.134718
6627,1,7,-99.99,1,1,1,140,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6629,2,-99.99,2,1,-99.99,4,20,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6650,1,1,-99.99,1,2,5,0,-99.99,-99.99,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.112284
6666,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6669,1,10,-99.99,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6712,2,-99.99,1,1,-99.99,1,300,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6713,2,-99.99,1,1,-99.99,4,6,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6728,1,9,-99.99,1,1,3,5,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
6763,1,10,-99.99,1,-99.99,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6772,1,10,-99.99,1,-99.99,1,4,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6788,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6789,1,7,-99.99,1,1,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6795,1,7,-99.99,1,1,1,46,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6797,1,7,-99.99,1,1,1,19,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
6801,2,-99.99,2,1,-99.99,1,60,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6802,2,-99.99,3,1,-99.99,1,100,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6813,1,8,-99.99,1,2,1,40,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.100399
6818,2,-99.99,3,1,-99.99,1,30,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6829,2,-99.99,1,1,-99.99,1,43,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6836,1,11,-99.99,1,-99.99,1,40,-99.99,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.775883
6850,1,9,-99.99,1,1,1,8,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
6854,1,10,-99.99,1,-99.99,1,75,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6856,1,10,-99.99,1,-99.99,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.73848
6873,2,-99.99,3,1,-99.99,1,10,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6876,2,-99.99,1,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6886,1,10,-99.99,1,-99.99,1,25,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6893,2,-99.99,2,1,-99.99,1,10,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6907,2,-99.99,2,1,-99.99,4,50,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6909,2,-99.99,2,1,-99.99,1,8,-99.99,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6919,1,10,-99.99,1,-99.99,1,400,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6920,1,10,-99.99,1,-99.99,1,150,-99.99,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
6926,1,1,-99.99,1,1,1,2,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
6935,2,-99.99,1,1,-99.99,1,45,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
6937,1,9,-99.99,1,1,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.126647
6955,1,3,-99.99,1,1,1,20,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6972,1,2,-99.99,1,1,2,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
6988,1,3,-99.99,1,1,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
6999,1,7,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.118357
7015,1,8,-99.99,1,3,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.436315
7030,2,-99.99,1,1,-99.99,1,30,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
7036,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
7037,1,9,-99.99,1,3,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.52856
7039,1,10,-99.99,1,-99.99,1,100,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
7044,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
7045,2,-99.99,1,1,-99.99,1,-90,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
7058,1,3,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
7062,1,3,-99.99,1,3,5,0,-99.99,-99.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.443359
7063,1,4,-99.99,1,3,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.363606
7100,2,-99.99,2,1,-99.99,1,100,-99.99,2,-90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
7145,2,-99.99,1,1,-99.99,1,50,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
